"user_id","account_start_date","birth_year","gender","marital_status","individual_income_segment_code","family_income_segment_code","account_age","amount_a_before","amount_b_before","amount_a_after","amount_b_after","amount_of_a_and_b","amount_ads_before","amount_ads_after","month_5","month_6","month_7","d_cat1","d_cat2","d_cat3","d_cat4","d_cat5","d_cat6","d_cat7","d_cat8","d_cat9","d_cat10","d_cat11","d_cat12","d_cat13","d_cat14","d_cat15","d_cat16","c_cat1","c_cat2","c_cat3","c_cat4","c_cat5","c_cat6","c_cat7","c_cat8","c_cat9","c_cat10","c_cat11","c_cat12","c_cat13","c_cat14","c_cat15","c_cat16","screen_1_before","screen_2_before","screen_1_after","screen_2_after","label"
"10000040756","1984-06-03",1972,0,-1,14,2,3,0,0,0,0,0,0,0,14,8,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,7,0,0,0
"10000040777","1986-01-22",1950,0,1,5,2,3,0,0,0,0,0,0,0,5,24,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,11,6,0,0,0
"10000040802","1972-05-04",1958,0,-1,11,3,4,0,0,0,0,0,0,0,10,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10000040809","1969-08-09",1973,0,-1,3,7,4,0,0,0,0,0,0,0,11,10,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"10000040819","1981-11-13",1947,1,-1,12,1,3,0,0,0,0,0,0,0,9,11,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,10,0,0,0
"10000040829","1981-12-11",1952,0,-1,14,2,3,0,0,0,0,0,0,0,9,12,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"10000040833","1973-07-24",1964,0,2,3,7,4,0,0,0,0,0,0,0,37,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0
"10000040866","1981-05-16",1967,0,2,11,7,3,0,0,0,0,0,0,0,27,12,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,5,0,0,0,0
"10000040870","1995-05-12",1966,0,1,3,6,2,1,0,0,0,1,0,0,755,21,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
"10000040879","1988-04-25",1951,0,1,10,1,3,0,0,0,0,0,0,0,3,4,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10000040889","1976-06-21",1948,1,-1,-1,1,4,0,0,0,0,0,0,0,21,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0
"10000040950","1989-12-19",1938,1,2,12,4,2,0,0,0,0,0,1,0,11,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,1
"10000040967","1981-06-22",1964,1,1,15,-1,3,0,0,0,0,0,0,0,410,8,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0
"10000040968","1989-08-14",1943,1,1,7,-1,2,0,0,0,0,0,0,0,5,7,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"10000040972","1975-08-06",1969,1,2,9,2,4,0,0,0,0,0,0,0,4,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,15,1,0,0
"10000040973","1989-09-24",1965,1,2,3,5,2,0,0,0,0,0,0,0,7,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,4,5,0,0,0
"10000040983","1988-06-27",1985,0,1,11,5,3,0,0,0,0,0,0,0,8,47,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"10000040985","1980-03-12",1957,0,2,9,3,3,0,0,0,0,0,0,0,4,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
"10000040987","1989-09-24",1965,1,-1,1,-1,2,0,0,0,0,0,0,0,439,80,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,0,4,0,0,0
"10000040996","1985-08-26",1979,0,1,4,3,3,1,0,0,0,1,0,0,14,377,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,4,0,0,0
"10000041000","1975-10-09",1950,0,-1,10,-1,4,1,0,0,0,1,0,0,170,43,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,1,0,1,1,0,0,0,0,8,0,0,0,0
"10000041009","1972-10-25",1960,1,1,13,4,4,0,0,0,0,0,1,0,13,8,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"10000041021","1979-12-18",1955,1,2,2,4,3,0,0,0,0,0,0,1,12,4,101,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,0
"10000041025","1979-05-04",1960,0,2,3,-1,3,0,0,0,0,0,0,0,23,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,13,8,0,0,0
"10000041032","1988-07-04",1962,0,1,-1,5,3,0,0,0,0,0,0,0,22,60,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,9,0,0,5,0
"10000041039","1970-07-06",1966,1,1,-1,1,4,0,0,0,0,0,1,0,8,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0
"10000041040","1988-12-25",1953,0,2,11,1,2,0,0,0,0,0,0,0,6,7,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,6,2,0,0,0
"10000041046","1965-06-13",1948,0,-1,8,7,5,0,0,0,0,0,0,0,95,19,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
"10000041053","1989-08-18",1960,1,1,12,2,2,0,0,0,0,0,0,0,42,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
"10000041060","1979-06-24",1966,1,2,1,5,3,0,0,0,0,0,0,0,22,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1
"10000041082","1967-07-16",1983,1,1,1,5,5,0,0,0,0,0,0,0,32,14,212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,11,4,0,0,0
"10000041085","1986-08-17",1947,1,2,4,4,3,0,0,0,0,0,0,1,6,63,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0
"10000041098","1967-05-03",1963,0,1,8,-1,5,0,0,0,0,0,0,0,101,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,8,0,0,0
"10000041103","1982-05-19",1981,1,1,2,4,3,0,0,0,0,0,0,0,7,10,130,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,17,0,0,0
"10000041109","1987-08-14",1957,1,-1,-1,4,3,0,0,0,0,0,0,0,6,23,37,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0
"10000041112","1970-08-30",1946,1,-1,2,7,4,0,0,0,0,0,0,0,15,9,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,18,0,0,0,0
"10000041117","1979-01-08",1943,0,1,-1,2,3,0,0,0,0,0,0,0,16,10,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0
"10000041128","1979-02-06",1948,1,2,-1,3,3,0,0,0,0,0,0,0,89,34,42,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,14,0,0,0,0
"10000041135","1976-10-12",1969,0,1,3,7,4,0,0,0,0,0,0,0,13,19,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0
"10000041157","1985-07-16",1960,0,-1,14,3,3,0,0,0,0,0,0,0,5,20,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,8,0,3,0,0
"10000041159","1982-09-23",1958,0,3,6,2,3,0,0,0,0,0,0,0,49,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"10000041161","1984-11-06",1956,1,3,6,2,3,0,0,0,0,0,0,0,22,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0
"10000041176","1969-12-13",1959,1,2,15,7,4,0,0,0,0,0,1,1,4,18,25,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,6,0,0,0
"10000041177","1990-09-10",1945,0,3,7,1,2,0,0,0,0,0,0,0,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,15,6,0,0,0
"10000041197","1979-08-03",1965,1,-1,14,7,3,0,0,0,0,0,1,0,31,9,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,16,0,0,0,1
"10000041201","1983-12-09",1968,1,3,6,4,3,0,0,0,0,0,0,0,6,42,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0
"10000041213","1973-11-18",1961,1,2,3,3,4,0,0,0,0,0,0,0,12,39,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,0,1,0,0,0,0,14,0,0,0,0
"10000041214","1980-06-01",1968,0,-1,12,1,3,0,0,0,0,0,0,0,13,19,227,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,8,0,0,0,0
"10000041220","1990-09-04",1961,0,-1,2,-1,2,0,0,0,0,0,0,0,16,48,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0
"10000041231","1980-03-04",1942,1,1,11,6,3,0,0,0,0,0,0,0,6,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,1,0,0,0,0,0,23,0,0,0,0
"10000041261","1971-04-21",1971,0,1,-1,6,4,0,0,0,0,0,0,0,76,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,2,1,0,0,0,0,20,0,11,0
"10000041268","1989-11-22",1960,1,3,4,-1,2,0,0,0,0,0,0,0,10,28,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,18,0,0,0,0
"10000041271","1982-12-20",1951,1,2,2,7,3,0,0,0,0,0,1,0,31,12,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"10000041297","1976-01-19",1954,1,2,9,2,4,0,0,0,0,0,0,0,36,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,3,27,0,0,0
"10000041310","1983-04-01",1970,1,3,5,1,3,0,0,0,0,0,0,0,5,68,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,11,0,0,0
"10000041330","1963-03-20",1943,0,-1,7,2,5,0,0,0,0,0,0,0,8,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1
"10000041373","1981-03-13",1956,0,2,6,6,3,0,0,0,0,0,0,0,5,12,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"10000041401","1972-12-05",1955,1,1,3,4,4,0,0,0,0,0,0,0,16,8,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"10000041407","1970-09-02",1955,1,1,12,2,4,0,0,0,0,0,0,0,9,41,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0
"10000041424","1979-02-11",1961,1,1,11,4,3,0,0,0,0,0,0,0,6,6,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"10000041426","1974-11-25",1970,1,-1,12,-1,4,0,0,0,0,0,0,0,18,6,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,8,0,0,0
"10000041437","1976-03-01",1969,0,1,14,2,4,0,0,0,0,0,0,0,6,249,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"10000041441","1971-06-06",1972,0,3,12,4,4,0,0,0,0,0,1,0,51,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0
"10000041454","1983-07-10",1955,0,1,7,2,3,0,0,0,0,0,0,0,12,20,18,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,1,0,5,0,0,0,0
"10000041467","1983-10-20",1972,0,3,7,7,3,0,0,0,0,0,0,0,5,16,43,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"10000041470","1976-03-21",1971,1,3,7,4,4,0,0,0,0,0,1,0,7,13,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,15,0,0,0,0
"10000041480","1971-11-03",1963,0,1,4,7,4,0,0,1,0,1,0,0,10,56,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0
"10000041481","1971-12-11",1959,1,3,2,1,4,0,0,0,0,0,0,0,47,11,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0
"10000041500","1991-10-22",1940,1,-1,9,7,2,0,0,0,0,0,0,0,113,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0
"10000041508","1982-02-03",1962,1,1,11,5,3,0,0,0,0,0,1,0,4,7,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10000041517","1993-08-17",1966,0,1,-1,7,2,0,0,0,0,0,0,0,42,15,63,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,1,1,6,17,0,5,0
"10000041522","1984-10-18",1965,0,3,-1,4,3,0,0,0,0,0,0,0,13,13,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,11,0,0,2,0
"10000041538","1990-05-14",1956,1,2,14,5,2,0,0,0,0,0,0,0,9,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19,6,0,0,0
"10000041559","1979-05-14",1958,1,3,14,3,3,0,0,0,0,0,0,0,20,12,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"10000041561","1975-02-11",1961,1,1,7,3,4,0,0,0,0,0,0,0,2,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,19,3,0,0,1
"10000041580","1981-08-29",1968,0,2,5,4,3,0,0,0,0,0,0,0,11,82,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0
"10000041583","1959-03-19",1951,1,2,6,2,5,0,0,0,0,0,0,0,4,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,1,0,0,1,1,0,1,0,0,0,0,1
"10000041618","1985-08-04",1961,1,3,9,-1,3,0,0,0,0,0,0,0,12,6,8,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,12,0,0,0
"10000041637","1978-03-01",1952,0,2,12,-1,4,0,0,0,0,0,0,0,11,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"10000041646","1966-04-09",1969,1,1,2,3,5,0,0,0,0,0,0,0,3,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,0,0,1
"10000041653","1972-01-14",1966,0,1,-1,3,4,0,0,0,0,0,0,0,39,26,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10000041663","1980-11-20",1953,0,2,2,1,3,0,0,0,0,0,0,0,20,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10000041677","1993-10-11",1956,0,1,6,4,2,0,0,0,0,0,0,0,77,46,24,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"10000041697","1980-05-17",1965,0,3,2,7,3,0,0,0,0,0,0,0,11,388,6,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,3,0,0,0,0,0
"10000041701","1983-05-13",1967,1,-1,2,-1,3,0,0,0,0,0,0,0,21,29,15,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,7,0,20,0
"10000041723","1974-06-24",1968,0,2,9,1,4,0,0,0,0,0,0,0,10,15,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,26,4,0,0,0
"10000041727","1988-05-29",1940,1,1,11,2,3,0,0,0,0,0,0,0,58,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,1,0,0,2,1,3,22,6,0,0
"10000041734","1974-10-26",1972,0,2,6,3,4,0,0,0,0,0,1,0,20,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"10000041764","1975-11-07",1980,0,2,8,6,4,1,0,0,0,1,0,0,161,7,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0
"10000041772","1975-11-07",1975,0,2,8,3,4,0,0,0,0,0,0,0,12,15,74,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,0
"10000041790","1979-06-05",1945,1,2,5,7,3,0,0,0,0,0,0,0,7,17,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,15,9,0,0,0
"10000041798","1983-12-06",1948,1,1,12,3,3,0,0,0,0,0,0,0,7,10,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0
"10000041801","1983-08-24",1957,0,1,1,6,3,0,0,0,0,0,0,0,7,8,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,2,1,0,0,0
"10000041806","1976-12-03",1946,1,2,1,7,4,0,0,0,0,0,0,0,15,14,10,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"10000041812","1980-11-04",1973,1,3,2,6,3,0,0,0,0,0,0,0,13,22,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,39,10,0,0,0
"10000041816","1974-04-16",1951,0,-1,-1,3,4,0,0,0,0,0,0,0,255,53,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"10000041855","1970-11-25",1964,0,3,-1,3,4,0,0,0,0,0,1,0,22,515,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0
"10000041867","1974-05-13",1962,0,1,5,-1,4,0,0,0,0,0,0,0,16,46,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0
"10000041888","1979-10-14",1945,0,1,4,1,3,0,0,0,0,0,0,0,5,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,10,0,0,0,0
"10000041895","1979-10-18",1969,0,-1,10,3,3,0,0,0,0,0,0,0,8,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1
"10000041904","1978-12-31",1969,1,2,14,-1,3,0,0,0,0,0,1,0,146,11,43,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"10000041917","1987-12-15",1968,0,1,-1,2,3,0,0,0,0,0,1,0,14,6,271,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,7,5,0,0,1
"10000041932","1981-02-15",1959,1,1,7,2,3,0,0,0,0,0,0,0,5,81,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0
"10000041939","1967-03-03",1956,1,2,1,3,5,0,0,0,0,0,0,0,5,48,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"10000041942","1990-10-23",1946,1,-1,4,-1,2,0,0,0,0,0,0,0,93,11,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,1,0,1,0,0,6,0,0,0
"10000041954","1983-09-11",1969,1,1,7,3,3,0,0,0,0,0,0,0,12,22,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0
"10000041958","1991-03-31",1957,1,1,8,4,2,0,0,0,0,0,0,0,16,8,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"10000041959","1983-06-03",1947,1,3,2,2,3,0,0,0,0,0,1,0,6,13,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0
"10000041976","1979-07-14",1949,1,1,5,1,3,0,0,0,0,0,2,0,7,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"10000041980","1974-08-12",1975,0,2,2,1,4,0,0,0,0,0,0,0,27,19,10,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,9,0,0,0
"10000041995","1980-11-07",1954,0,1,1,3,3,0,0,0,0,0,0,0,17,5,13,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,0,0,0
"10000041997","1981-06-14",1940,0,1,4,3,3,0,0,0,0,0,1,0,20,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"10000042009","1974-05-05",1935,1,1,3,4,4,0,0,0,0,0,0,0,108,13,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
